_raw_log
"<5>1 2024-08-23T07:11:56Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|7|Logon|5|act=Logon suser=ServiceHealthcheck fname= dvc=10.131.107.157 shost=10.131.24.158 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.131.107.157 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:21Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:46Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:56Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:57Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWAConfig cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:57Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|99|Open File|5|act=Open File suser=PVWAAppUser2 fname=Root\Policies.xml dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWAConfig cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:59Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|8|Logoff|5|act=Logoff suser=ServiceHealthcheck fname= dvc=10.131.107.157 shost=10.131.24.158 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.131.107.157 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:12:02Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:12:07Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:12:12Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:10:53Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|294|Store password|5|act=Store password suser=Cloud2-PRD-CPM1 fname=Root\ampau-ddc-prd-kub-adm_9 dvc= shost=54.79.135.89 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=Cloud2-PRD-CPM1_workspace cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:10:53Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|294|Store password|5|act=Store password suser=Cloud2-PRD-CPM1 fname=Root\ampau-ddc-prd-kub-adm_9_new dvc= shost=54.79.135.89 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=Cloud2-PRD-CPM1_workspace cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:10:54Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|295|Retrieve password|5|act=Retrieve password suser=Cloud2-PRD-CPM1 fname=Root\PluginManagerUser dvc= shost=54.79.135.89 dhost=10.152.37.81 duser=PluginManagerUser externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=Cloud2-PRD-CPM1_Accounts cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:10:55Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|52|Delete File|5|act=Delete File suser=Cloud2-PRD-CPM1 fname=Root\ampau-ddc-prd-kub-adm_9 dvc= shost=54.79.135.89 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=Cloud2-PRD-CPM1_workspace cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:10:56Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|52|Delete File|5|act=Delete File suser=Cloud2-PRD-CPM1 fname=Root\ampau-ddc-prd-kub-adm_9_new dvc= shost=54.79.135.89 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=Cloud2-PRD-CPM1_workspace cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
